Date,aapl,cisco,ibm,amzn
2012-04-30,75.354079057769,17.107740974071,179.46492455303002,231.9
2012-05-01,75.115363611595,16.959199437456,180.26223829935,230.04
2012-05-02,75.61214981039001,16.840366208165,180.31423702194002,230.25
2012-05-03,75.075362644939,16.738509154486998,179.60358781326,229.45
2012-05-04,72.937246459475,16.229223886094,177.65363571627,223.99
2012-05-07,73.483066101268,16.195271534868,176.57899544948998,225.16
2012-05-08,73.315320112064,15.881212286026999,175.34835901494,223.9
2012-05-09,73.444355488375,15.940628900672,175.13078362406998,222.98
2012-05-10,73.61726289263099,14.268475602785001,174.58249363906003,226.69
2012-05-11,73.125638108888,14.009588924686,175.07856553026005,227.68
2012-05-14,72.03012776401201,14.179350680816,173.57294382538998,222.93
2012-05-15,71.378499113645,14.039297232008,173.22482319999,224.39
2012-05-16,70.462993118722,14.166618549106,173.82533127881,224.06
2012-05-17,68.404233689689,14.047785319814999,172.22397640196,218.36
2012-05-18,68.43778288753,13.979880617363,170.47467025932,213.85
2012-05-21,72.424976015522,14.149642373492998,172.11083719869995,218.11
2012-05-22,71.868833543624,14.200570900333,171.29275372901,215.33
2012-05-23,73.622424307683,14.166618549106,170.68354263456,217.28
2012-05-24,72.946278935817,13.911975914910002,170.65743358765,215.24
2012-05-25,72.555301745596,13.861047388071,169.09959378898,212.89
2012-05-29,73.843074801174,14.081737671041,170.97944516615,214.75
2012-05-30,74.73341889771599,13.911975914910002,169.29976314857996,209.23
2012-05-31,74.547607955829,13.861047388071,167.88117160007,212.91
2012-06-01,72.387555756392,13.546988139228999,164.55661962748002,208.22
2012-06-04,72.813372498217,13.674309456327,164.08665678319,214.57
2012-06-05,72.624980848804,13.682797544133999,164.6610558151,213.21
2012-06-06,73.738556146363,14.162374505203,168.82980030429,217.64
2012-06-07,73.772105344203,14.073249583234999,169.22143600786995,218.8
2012-06-08,74.881809580473,14.200570900333,169.83064710232,218.48
2012-06-11,73.701135887233,13.984124661266,167.5417539903,216.5
2012-06-12,74.345022415022,14.251499427172,169.31716917985,216.42
2012-06-13,73.82888090978001,14.136910241784001,168.05523191277,214.73
2012-06-14,73.747588622704,14.361844568657,169.79583503978,214.45
2012-06-15,74.083080601111,14.514630149173998,173.2770412938,218.35
2012-06-18,75.586342735128,14.548582500401,172.57209702736,222.66
2012-06-19,75.79667039851401,14.582534851626999,173.12909002801,224.03
2012-06-20,75.581310355452,14.862641749242,172.99854479348,223.02
2012-06-21,74.53986583325,14.36608861256,168.30761936618998,220.575
2012-06-22,75.111492550306,14.540094412594,168.57741285088002,222.16
2012-06-25,73.648876559827,14.374576700367,167.84635953753,220.07
2012-06-26,73.811461133978,14.272719646688001,167.05438511474,225.61
2012-06-27,74.130823690346,14.200570900333,167.96820175642,225.62
2012-06-28,73.427580889454,13.988368705169,166.57571925481,221.31
2012-06-29,75.356659765295,14.574046763820002,170.21357979026,228.35
2012-07-02,76.45604117146,14.565558676014,170.43115518113999,229.32
2012-07-03,77.345094914239,14.625253588620001,170.51818533749,229.53
2012-07-05,78.703837426788,14.4461688508,169.96119233685,227.06
2012-07-06,78.179953798968,14.301195491612999,166.58442227045,225.05
2012-07-09,79.213527163214,14.198861355716,165.07009754995002,225.05
2012-07-10,78.480606225771,13.994193083922,162.1023692184,219.5
2012-07-11,77.992852503318,13.968609549946999,161.22336463926,218.37
2012-07-12,77.279286872321,13.627495763624001,159.34351326209,215.36
2012-07-13,78.062531606525,13.908914637341,161.88479382751999,218.39
2012-07-16,78.312860236568,13.806580501444,160.82302592005,216.01
2012-07-17,78.316731297857,13.840691880076001,159.83088213765,216.93
2012-07-18,78.228987241966,14.241500579005999,163.83426932977,217.47
2012-07-19,79.269012375028,14.220180967361,170.00470741502,226.17
2012-07-20,77.976077904397,13.951553860631002,167.48953589648997,228.29
2012-07-23,77.915431277531,13.704246365546998,166.07964736361998,226.01
2012-07-24,77.539938332468,12.894101123028,165.6531995975,223.04
2012-07-25,74.191470317212,13.149936462771,166.29722275449,217.05
2012-07-26,74.179857133344,13.115825084138999,168.79498824175,220.01
2012-07-27,75.506340801816,13.380188268539,170.9185240567,237.32
2012-07-30,76.77991996600001,13.533689472385001,171.17091151012,236.09
2012-07-31,78.80964643536299,13.601912229649999,170.56170041567,233.3
2012-08-01,78.299956698937,13.627495763624001,169.86545916486,232.09
2012-08-02,78.426411367721,13.42282749183,169.23013902350002,230.81
2012-08-03,79.44708119433601,13.943026015973,172.77226638697,234.97
2012-08-06,80.330973522063,14.232972734348,172.98113876221,233.99
2012-08-07,80.119871646419,14.616725743962,173.99939159151,236.56
2012-08-08,79.983868359788,14.633781433278001,173.95587651333,234.38
2012-08-09,80.438072884401,15.094285044814999,173.42272530661998,234.06
2012-08-10,80.563771546778,14.957839530286,174.18312128997,232.75
2012-08-13,81.639337420734,14.787282637124,173.93839614590001,232.44
2012-08-14,81.858338183022,14.642309277936,173.30910291830003,233.19
2012-08-15,81.74689400813001,14.795810481782,173.40524493918,237.42
2012-08-16,82.46091424493598,16.219960539683,175.53784976606002,241.55
2012-08-17,83.986144405956,16.254071918315,175.86997674729,241.17
2012-08-20,86.19429410381201,16.151737782418,175.24068351968998,240.35
2012-08-21,85.016614264955,16.339350364896,173.6237495321,239.45
2012-08-22,86.676354953344,16.389664648379,172.40012381176,243.1
2012-08-23,85.867736754129,16.309502908593,171.04539533568,241.19799999999998
2012-08-24,85.94445181405399,16.373461743527994,172.85461336503002,245.74
2012-08-27,87.55883731498699,16.509907258058,171.03665515196002,243.92
2012-08-28,87.444801415098,16.390517432844,170.31996008719,246.11
2012-08-29,87.27193335776501,16.373461743527994,170.50350394523997,247.12
2012-08-30,86.02816453147301,16.117626403785998,169.00893252969,246.22
2012-08-31,86.20595686629999,16.271127607630998,170.30247971976004,248.27
2012-09-04,87.466831077576,16.198640928037,170.03153402453998,247.88
2012-09-05,86.85259225317301,16.117626403785998,170.46854321037,246.22
2012-09-06,87.63529320241302,16.821173588078,174.01705779935003,251.38
2012-09-07,88.175667864388,16.680464151219002,174.36666514802,259.14
2012-09-10,85.881991241615,16.330822520237998,175.63399178694004,257.09
2012-09-11,85.603380804385,16.237016228999,177.66171440921002,255.67
2012-09-12,86.795574303228,16.271127607630998,178.09872359505005,255.63
2012-09-13,88.504816939068,16.509907258058,180.36243117766998,260.24
2012-09-14,89.580382813024,16.620769238613,180.75573944492,261.27
2012-09-17,90.68199552320401,16.339350364896,181.05290569129002,258.0
2012-09-18,90.957884649187,16.241280151328002,180.98298422156003,258.75
2012-09-19,90.982506036663,16.305238986263,180.42361246369,261.68
2012-09-20,90.54191278709,16.296711141605,180.20510787077,260.81
2012-09-21,90.72268560566499,16.117626403785998,180.03030419643997,257.47
2012-09-24,89.516885550586,16.036611879534,179.42723151998,254.805
2012-09-25,87.28152274025602,15.917222054321,179.15628582477,252.46
2012-09-26,86.19818169130802,15.840471452397999,178.29974782053,249.67
2012-09-27,88.28970376427702,16.028084034876002,179.96912291042,256.59
2012-09-28,86.447635222316,16.283919374618,181.31511120279,254.32
2012-10-01,85.447877304536,16.237016228999,183.95464668523,252.01
2012-10-02,85.696682904295,16.211432695025,183.40401511108,250.6
2012-10-03,87.01068747801901,16.262979380859,183.9896074201,255.92
2012-10-04,86.40811141610399,16.232910480789002,183.8847252155,260.47
2012-10-05,84.566690805392,16.202841580719,184.05952888983,258.51
2012-10-08,82.698057082206,16.237206037942,183.38653474365,259.06
2012-10-09,82.397416982498,16.151294894884,181.78708112349,250.96
2012-10-10,83.053123406862,15.730330293900002,179.89046125696999,244.99
2012-10-11,81.393123545973,15.687374722370999,179.83802015466995,244.22
2012-10-12,81.60227575326999,15.811945879805,181.62101763286998,242.36
2012-10-15,82.256167970135,15.936517037239001,182.60865839285998,244.18
2012-10-16,84.204173271369,16.196484156131998,184.41787642222,243.94
2012-10-17,83.533059041896,16.069679308979,175.35430590801002,247.49
2012-10-18,81.981445120402,15.983768165921,170.39862174063998,244.85
2012-10-19,79.026878623271,15.498456118787,169.00019234597,240.0
2012-10-22,82.16157000772701,15.627236922230999,169.90917145251,233.78
2012-10-23,79.482426126078,15.472596864727,167.15601358175,234.31
2012-10-24,79.932686509891,14.931356663462,166.69278384476004,228.49
2012-10-25,78.987743575809,14.776716605957999,167.46192001183002,222.92
2012-10-26,78.27009492400501,14.854036634709999,168.92153069251998,238.24
2012-10-31,77.145286275098,14.729465477276001,170.02279384082,232.8931
2012-11-01,77.303368541319,15.038745592284,172.31272197459995,232.14
2012-11-02,74.745348927428,14.905583320545,169.06137363199,232.4224
2012-11-05,75.758855946319,14.948538892073,169.68192667587,234.33
2012-11-06,75.52928094604201,15.017267806520001,170.49476376152,237.56
2012-11-07,72.652777205834,14.785307720262999,167.82026754422,232.0608
2012-11-08,70.015946079104,14.458845376643,166.88968853398,227.35
2012-11-09,71.22812359281201,14.450254262338,166.48585235973,226.31
2012-11-12,70.67737054415599,14.480323162407998,166.14346951634,226.47
2012-11-13,70.686224257468,14.476027605255,165.32701812056,226.6
2012-11-14,69.90267062938001,15.172595153168,162.86010583871,222.95
2012-11-15,68.436599866292,15.413575909446001,163.15859344577,220.59900000000002
2012-11-16,68.704554895638,15.455414636115,164.1155095978,225.23
2012-11-19,73.65898870354499,15.722426468739,167.10916471564,229.71
2012-11-20,73.031859357409,15.756103636817999,166.09957428001005,233.78
2012-11-21,73.134275988159,15.876379237098998,167.05649043204,238.03
2012-11-23,74.410252318378,16.185659352107,169.86578555728002,239.88
2012-11-26,76.757788362648,16.370368309682,169.33026367403,243.62
2012-11-27,76.13933044749099,16.408770590629,167.88172087508002,243.4017
2012-11-28,75.899759381409,16.296521053684,168.54014942006,247.11
2012-11-29,76.735654079369,16.452302986221,168.14509229306998,251.27
2012-11-30,76.204431280666,16.365757468145002,166.86335139218,252.05
2012-12-03,76.322914797043,16.469785180871998,166.34538760346,250.3291
2012-12-04,74.976030639331,16.590775815142,166.24003903627,252.4881
2012-12-05,70.15165527593899,16.625394022372,165.61672668035,253.96
2012-12-06,71.252145800253,16.859066921177,166.53852664331998,253.37
2012-12-07,69.430038580534,16.733575919967002,168.51381227826,253.2681
2012-12-10,68.983564046457,17.127358027212,169.10200844511004,247.77
2012-12-11,70.489619741281,17.118703475405,170.4890979132,250.69
2012-12-12,70.17869816204,17.075430716367,169.3917170049,251.76
2012-12-13,68.96652064833201,17.084085268174,168.54892846733,251.25
2012-12-14,66.376028294655,17.187939889865,168.3470103802,249.19
2012-12-17,67.552530551783,17.404303685055,169.97991317174998,253.86
2012-12-18,69.51466966366101,17.639188221113,171.79717595589,260.4
2012-12-19,68.526439016073,17.542516877422,171.26165407264,257.99
2012-12-20,67.930141424528,17.516812858554,170.98950360738002,261.5
2012-12-21,67.617631384958,17.274485407941,169.80433222642,256.92
2012-12-24,67.726740381358,17.161976234443,168.90886940525,258.62
2012-12-26,66.79338973613599,17.239867200711,168.51381227826,248.6314
2012-12-27,67.061670269648,17.006194301906,169.18101987051,248.31
2012-12-28,66.349362993387,16.832583992646,166.65265425779,245.18
2012-12-31,69.28979836571,17.005675028798002,168.16265038761003,250.87
2013-01-02,71.484620875519,17.60335837663,172.37659307547,257.31
2013-01-03,70.581789500889,17.698558446513,171.42845597069999,258.48
2013-01-04,68.616278165854,17.726166466779002,170.3047379206,259.15
2013-01-07,68.21265300017201,17.560345254146,169.55851890296,268.4592
2013-01-08,68.396237349724,17.577394721207,169.32148462677,266.38
2013-01-09,67.327281669,17.568740169399,168.83863702712,266.35
2013-01-10,68.161874350296,17.689903894705,169.33026367403,265.34
2013-01-11,67.74392700131601,17.724522101936,170.70857409486,267.94
2013-01-14,65.32868609054499,18.148595140507,169.10200844511004,272.73
2013-01-15,63.267593712242004,18.157249692315,168.99665987791,271.9
2013-01-16,65.893761322499,18.200522451353,169.07567130331,268.93
2013-01-17,65.449773640249,18.131286036892,170.00625031355,270.48
2013-01-18,65.100833174434,18.187540623642,170.72613218939,272.12
2013-01-22,65.721895122918,18.062049622432,172.13955879928002,270.19
2013-01-23,66.92430751165,17.845685827242,179.72465563743,268.11
2013-01-24,58.655850690165,18.191867899545,179.46128421944,273.62
2013-01-25,57.27310899354,18.304377073043998,179.94413181909005,283.99
2013-01-28,58.56861557371101,18.226486106775997,179.90901563003,276.04
2013-01-29,59.667517637696,17.984158656163,179.00477376159,260.35
2013-01-30,59.480027238153,17.811067620012,178.67116996547,272.764
2013-01-31,59.305557005246,17.802413068204,178.27611283848,265.5
2013-02-01,59.062079889174,18.027431415201,180.12849181169,265.0
2013-02-04,57.590280252766,18.018776863394,178.90820424166,259.98
2013-02-05,59.612051727831,18.243795210391,178.03029951501995,266.89
2013-02-06,59.547732104655,18.338995280274002,177.22262716651005,262.22
2013-02-07,61.308058633692,18.256777038102,176.09415754771,260.23
2013-02-08,62.193203386935,18.313031624851998,177.80449431371002,261.95
2013-02-11,62.841349323112,18.408231694735,176.46443664138005,257.21
2013-02-12,61.266158290343,18.148595140507,176.35864261461003,258.7
2013-02-13,61.149622960403995,18.295722521236,176.4027234591,269.47
2013-02-14,61.094628759759,18.165904244123002,176.01481202763,269.24
2013-02-15,60.252693735593006,18.165904244123002,177.18736249093,265.09
2013-02-19,60.230434178189,18.572668179079002,176.60549534373,269.75
2013-02-20,58.771778475359,18.26543158991,175.71506228514,266.41
2013-02-21,58.406459856786,17.966849552548002,174.85107773323998,265.94
2013-02-22,59.02841807837,18.088013277854,177.28434034878998,265.42
2013-02-25,57.97960010891999,17.880304034472,174.12815188368995,259.87
2013-02-26,58.787491104114,17.835300365073,175.56518741389,259.36
2013-02-27,58.211361383068,18.079358726047,178.37754529202,263.25
2013-02-28,57.796286106768996,18.049067794720003,177.05511995746997,264.27
2013-03-01,56.365127504261,18.027431415201,178.88888308804005,265.74
2013-03-04,55.000747573965995,17.949540448933,180.89896959653998,273.11
2013-03-05,56.45338010244001,18.363228025336,182.08033622874,275.59
2013-03-06,55.735574845445,18.793359250172998,183.71132747467,273.79
2013-03-07,56.379792624433,18.868653850899,184.62820903994998,273.88
2013-03-08,56.528800720468,18.89288659596,185.47456125406,274.19
2013-03-11,57.334072944202994,18.936159354998,185.21007618715,271.24
2013-03-12,56.098012815413,18.780377422461,185.62443612531,274.13
2013-03-13,56.087537729575004,18.672195524865998,186.95567762875,275.1
2013-03-14,56.630932807380006,18.685177352578002,190.25292479621,265.74
2013-03-15,58.09220728167,18.975104838132,189.47710193327998,261.82
2013-03-18,59.671326471629,18.754413767038,187.96953705189998,257.89
2013-03-19,59.510272026882,18.624595489925,188.17230893653,256.41
2013-03-20,59.194710066035995,18.754413767038,189.60052829783,257.278
2013-03-21,59.279820138463,18.036085967009,187.13200100669,253.39
2013-03-22,60.48183623828201,17.958195000741,186.97330996654,257.75
2013-03-25,60.700503655134,18.044740518816,185.79194333435,256.02
2013-03-26,60.380489782807,18.040413242913,187.22016269566,260.31
2013-03-27,59.194710066035995,18.027431415201,185.92418586781002,265.3
2013-03-28,57.961268708705,18.083686001951,188.04888257196998,266.49
2013-04-01,56.160863330436,18.027431415201,187.23779503345,261.61
2013-04-02,56.276351151791,18.364958935697,188.98339647505,263.322
2013-04-03,56.564154135167996,18.34505346654,187.48464776257,259.03
2013-04-04,56.005046428606995,18.35630438389,186.29446496147997,259.08
2013-04-05,55.413204078804995,17.981151775283,184.61939287106003,255.48
2013-04-08,55.80732918343001,17.946253858204,184.54004735098,258.95
2013-04-09,55.908151884613,18.295233029000002,184.45188566201,261.14
2013-04-10,57.048626855139,18.731456992496,186.90278061536998,264.77
2013-04-11,56.870550395906,18.919033296799,187.71386815389,269.85
2013-04-12,56.277398660375006,18.792528347385,186.35617814376,272.87
2013-04-15,54.97455985937199,18.365028863159,184.48715033759999,267.72
2013-04-16,55.811257340619,18.460998135128,186.90278061536998,272.34
2013-04-17,52.742057190319,17.998600733823,184.84861326237998,267.4
2013-04-18,51.334467530944,17.954978337474,182.62693870035,259.42
2013-04-19,51.13544090003701,17.850284586235002,167.50720904207,260.32
2013-04-22,52.201280883973,17.963702816744,165.59410039143998,263.55
2013-04-23,53.178082638292,18.242886153381,168.92661223448,268.9
2013-04-24,53.090615671551,17.789213231345006,169.01477392344998,268.78
2013-04-25,53.472694427463,18.007325213093,170.98959575637,274.7
2013-04-26,54.62822733388,18.033498650903002,171.30697783666,254.81
2013-04-29,56.319299003723,18.303957508270003,175.57400358279,249.74
2013-04-30,57.976981337461005,18.251610632651,178.56268483884998,253.81
2013-05-01,57.52000571781299,17.780488752076,175.99717968983998,248.23
2013-05-02,58.335753027384996,18.085845526522,178.43044230540005,252.55
2013-05-03,58.919739062809,18.173090319221,180.29947011155,258.05
2013-05-06,60.324709950724,18.155641360682,178.77427289238,255.72
2013-05-07,60.056023999,17.780488752076,179.52364724862,257.73
2013-05-08,60.734547684104996,18.077121047252,181.41030739257,258.68
2013-05-09,60.208174620784995,18.173090319221,180.01089187806,260.16
2013-05-10,59.70728563166799,18.408651259509,181.10031028492,263.63
2013-05-13,59.940594450283,18.556967407097,179.32889824125,264.51
2013-05-14,58.506470186706,18.556967407097,179.98432069741,268.33
2013-05-15,56.527958679694,18.504620531478,180.08174835981004,266.56
2013-05-16,57.282982924342,20.840163632033,181.29516560973,264.12
2013-05-17,57.109253532853,21.148137750261,184.61656319161997,269.9
2013-05-20,58.383884197264,20.890765611798,183.87257013327,267.63
2013-05-21,57.952856040840004,20.947474727053002,184.80256145619998,268.86
2013-05-22,58.176147079673,20.362934615969,183.33228945994998,262.96
2013-05-23,58.279752012685,20.511250763557,182.59715346182998,261.8
2013-05-24,58.676508817222,20.528699722097002,182.20744281222,261.74
2013-05-28,58.187351175482,20.842780975813998,184.0319972172,267.29
2013-05-29,58.650146238847,21.043443999022,184.15599606026,265.53
2013-05-30,59.524065711965,21.261555980769,185.4314127317,266.83
2013-05-31,59.280870926458995,21.039081759387,184.24456666244,269.2
2013-06-03,59.410706624954,21.270280460039,185.06827326275,266.88
2013-06-04,59.224850447413,21.2528315015,182.62372464248,265.7
2013-06-05,58.67123630154701,21.217933584420003,179.56803886715,267.17
2013-06-06,57.794680570592,21.418596607628,180.50688725029,267.83
2013-06-07,58.23638557125801,21.366249732008,182.76543760598,276.87
2013-06-10,57.85136011409799,21.2528315015,181.58744859693002,281.07
2013-06-11,57.681321483582,20.999821602672,180.66631433422,274.78
2013-06-12,56.968213738549004,20.930025768513,178.20405159352,271.67
2013-06-13,57.465807405369,21.244107022229997,180.48031606964,275.79
2013-06-14,56.686134149941,21.017270561212,179.08975761535,273.99
2013-06-17,56.943169289093,21.549463796676,179.8337506737,278.06
2013-06-18,56.912852323963,21.654157547915002,181.45459269366,281.76
2013-06-19,55.756853262236994,21.532014838137002,178.85947404968002,278.16
2013-06-20,54.944622222516,21.318265096024,174.79408340945,273.44
2013-06-21,54.504630789445,21.358397700664998,173.12009902818005,273.36
2013-06-24,53.05996149451801,20.986734883767,171.41954346625,270.61
2013-06-25,53.07182465478599,20.943112487418002,172.69496013768997,272.08799999999997
2013-06-26,52.470757867846004,21.274642699674,172.58867541506999,277.57
2013-06-27,51.905280561710995,21.488392441787,173.28838317233001,277.55
2013-06-28,52.267766014362,21.231020303325,169.26727783318995,277.69
2013-07-01,53.940471612229004,21.379336450913,169.4178478569,282.1
2013-07-02,55.162377119891005,21.366158310508002,169.6127031817,283.73
2013-07-03,55.466864900116995,21.603364837803998,171.16268871992,284.03
2013-07-05,55.021337325587,21.585793983929996,172.6506748366,285.88
2013-07-08,54.708940771848,21.634113832083006,172.69496013768997,290.59
2013-07-09,55.67117488252,22.099741459738002,169.43556197734,291.53
2013-07-10,55.45763799768601,22.323769846628,170.27698269808002,292.33
2013-07-11,56.322066942587995,22.727899485725,170.76412101008998,299.66
2013-07-12,56.219516512711,22.789397474283,170.11755561415,307.55
2013-07-15,56.342102502153,22.780612047347002,171.82696823630005,306.57
2013-07-16,56.705247019263,22.587332654734997,171.69411233302,306.87
2013-07-17,56.720405501828004,22.596118081672,172.31410654831,308.69
2013-07-18,56.91127056926,22.719114058787998,175.36093526342,304.11
2013-07-19,56.013888401388996,22.683972351041003,171.41954346625,305.23
2013-07-22,56.193153934337,22.596118081672,171.90668177826,303.48
2013-07-23,55.228283565827,22.455551250682,172.69496013768997,301.06
2013-07-24,58.064896998932,22.481907531492,174.13866095328999,298.94
2013-07-25,57.799953086267,22.40283868906,174.67894162661,303.4
2013-07-26,58.128167187031,22.399324518286,174.79408340945,312.01
2013-07-29,59.024494851766995,22.253486431133,173.78437854455,306.1
2013-07-30,59.753420143823995,22.552190946988002,173.60723734018998,302.41
2013-07-31,59.649287959244006,22.481907531492,172.74810249901,301.22
2013-08-01,60.195784208949,22.746348882293,173.43009613582,305.57
2013-08-02,60.968735006892004,23.009033147706,172.85438722163002,304.21
2013-08-05,61.879562089734,23.114458270948,173.15552726905,300.99
2013-08-06,61.325947943867,23.026604001579,169.16099311057,300.75
2013-08-07,61.290358463062,22.947535159147,167.85014819825,296.91
2013-08-08,61.16909060253899,23.070531136263998,167.28934212398002,295.74
2013-08-09,60.298677304882,22.88867279867,167.19142360306998,297.26
2013-08-12,62.011640059874,23.140814551759,168.32193743533998,296.69
2013-08-13,64.958572886239,23.123682969232,167.72552462619,293.97
2013-08-14,66.143449524664,23.173320631425,166.93327477523002,291.34
2013-08-15,66.065165401857,21.511117854966002,165.38438180818997,286.47
2013-08-16,66.651632898144,21.322231175823,164.98380604085,284.82
2013-08-19,67.369458498803,21.322231175823,163.99571914809,285.57
2013-08-20,66.484449856216,21.366158310508002,164.2894747108,287.09
2013-08-21,66.655613446761,21.146522637086,164.55652522236,284.57
2013-08-22,66.735224419108,21.093810075464,164.85028078507,289.73
2013-08-23,66.47781560851999,20.962028671410998,165.0550195106,290.01
2013-08-26,66.736551268647,20.9356723906,164.44970501773997,286.21
2013-08-27,64.828541631406,20.632575161277998,162.66936827401,280.93
2013-08-28,65.134513135125,20.597433453529998,162.15307061833,281.58
2013-08-29,65.241191838069,20.601826166999,162.58035143683,283.98
2013-08-30,64.646232504732,20.478830189882,162.25098913924,280.98
2013-09-03,64.827214781867,20.628182447809,163.75537368768,288.8
2013-09-04,66.168792350861,20.882959828979,163.01653393904,293.64
2013-09-05,65.714877123532,20.812676413484002,163.92450567833998,294.1
2013-09-06,66.106297737569,20.689680436368,162.92751710185,295.86
2013-09-09,67.161143121162,21.014741233032,164.66334542698,299.71
